Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
Hong Kong,China,22.3,114.2,2/6/20,24,1
Hubei,China,30.9756,112.2707,2/6/20,22112,618
Hunan,China,27.6104,111.7088,2/6/20,711,0
Inner Mongolia,China,44.0935,113.9448,2/6/20,46,0
Jiangsu,China,32.9711,119.455,2/6/20,373,0
Jiangxi,China,27.614,115.7221,2/6/20,600,0
Jilin,China,43.6661,126.1923,2/6/20,59,0
Liaoning,China,41.2956,122.6085,2/6/20,94,0
Macau,China,22.1667,113.55,2/6/20,10,0
Ningxia,China,37.2692,106.1655,2/6/20,40,0
Qinghai,China,35.7452,95.9956,2/6/20,18,0
Shaanxi,China,35.1917,108.8701,2/6/20,173,0
Shandong,China,36.3427,118.1498,2/6/20,347,0
Shanghai,China,31.202,121.4491,2/6/20,257,1
Shanxi,China,37.5777,112.2922,2/6/20,96,0
Sichuan,China,30.6171,102.7103,2/6/20,321,1
Tianjin,China,39.3054,117.323,2/6/20,79,1
Tibet,China,31.6927,88.0924,2/6/20,1,0
Xinjiang,China,41.1129,85.2401,2/6/20,36,0
Yunnan,China,24.974,101.487,2/6/20,133,0
Zhejiang,China,29.1832,120.0934,2/6/20,954,0
Anhui,China,31.8257,117.2264,2/7/20,665,0
Beijing,China,40.1824,116.4142,2/7/20,297,1
Chongqing,China,30.0572,107.874,2/7/20,426,2
Fujian,China,26.0789,117.9874,2/7/20,224,0
Gansu,China,37.8099,101.0583,2/7/20,67,0
Guangdong,China,23.3417,113.4244,2/7/20,1034,1
Guangxi,China,23.8298,108.7881,2/7/20,172,0
Guizhou,China,26.8154,106.8748,2/7/20,81,1
Hainan,China,19.1959,109.7453,2/7/20,117,2
Hebei,China,39.549,116.1306,2/7/20,172,1
Heilongjiang,China,47.862,127.7615,2/7/20,277,3
Henan,China,33.882,113.614,2/7/20,914,3
Hong Kong,China,22.3,114.2,2/7/20,25,1
Hubei,China,30.9756,112.2707,2/7/20,24953,699
Hunan,China,27.6104,111.7088,2/7/20,772,0
Inner Mongolia,China,44.0935,113.9448,2/7/20,50,0
Jiangsu,China,32.9711,119.455,2/7/20,408,0
Jiangxi,China,27.614,115.7221,2/7/20,661,0
Jilin,China,43.6661,126.1923,2/7/20,65,1
Liaoning,China,41.2956,122.6085,2/7/20,99,0
Macau,China,22.1667,113.55,2/7/20,10,0
Ningxia,China,37.2692,106.1655,2/7/20,43,0
Qinghai,China,35.7452,95.9956,2/7/20,18,0
Shaanxi,China,35.1917,108.8701,2/7/20,184,0
Shandong,China,36.3427,118.1498,2/7/20,386,0
Shanghai,China,31.202,121.4491,2/7/20,277,1
Shanxi,China,37.5777,112.2922,2/7/20,104,0
Sichuan,China,30.6171,102.7103,2/7/20,344,1
Tianjin,China,39.3054,117.323,2/7/20,81,1
Tibet,China,31.6927,88.0924,2/7/20,1,0
Xinjiang,China,41.1129,85.2401,2/7/20,39,0
Yunnan,China,24.974,101.487,2/7/20,138,0
Zhejiang,China,29.1832,120.0934,2/7/20,1006,0
Anhui,China,31.8257,117.2264,2/8/20,733,0
Beijing,China,40.1824,116.4142,2/8/20,315,2
Chongqing,China,30.0572,107.874,2/8/20,428,2
Fujian,China,26.0789,117.9874,2/8/20,239,0
Gansu,China,37.8099,101.0583,2/8/20,79,1
Guangdong,China,23.3417,113.4244,2/8/20,1095,1
Guangxi,China,23.8298,108.7881,2/8/20,183,0
Guizhou,China,26.8154,106.8748,2/8/20,89,1
Hainan,China,19.1959,109.7453,2/8/20,124,2
Hebei,China,39.549,116.1306,2/8/20,195,1
Heilongjiang,China,47.862,127.7615,2/8/20,295,5
Henan,China,33.882,113.614,2/8/20,981,4
Hong Kong,China,22.3,114.2,2/8/20,26,1
Hubei,China,30.9756,112.2707,2/8/20,27100,780
Hunan,China,27.6104,111.7088,2/8/20,803,1
Inner Mongolia,China,44.0935,113.9448,2/8/20,52,0
Jiangsu,China,32.9711,119.455,2/8/20,439,0
Jiangxi,China,27.614,115.7221,2/8/20,698,0
Jilin,China,43.6661,126.1923,2/8/20,69,1
Liaoning,China,41.2956,122.6085,2/8/20,105,0
Macau,China,22.1667,113.55,2/8/20,10,0
Ningxia,China,37.2692,106.1655,2/8/20,45,0
Qinghai,China,35.7452,95.9956,2/8/20,18,0
Shaanxi,China,35.1917,108.8701,2/8/20,195,0
Shandong,China,36.3427,118.1498,2/8/20,416,0
Shanghai,China,31.202,121.4491,2/8/20,286,1
Shanxi,China,37.5777,112.2922,2/8/20,115,0
Sichuan,China,30.6171,102.7103,2/8/20,364,1
Tianjin,China,39.3054,117.323,2/8/20,88,1
Tibet,China,31.6927,88.0924,2/8/20,1,0
Xinjiang,China,41.1129,85.2401,2/8/20,42,0
Yunnan,China,24.974,101.487,2/8/20,138,0
Zhejiang,China,29.1832,120.0934,2/8/20,1048,0
Anhui,China,31.8257,117.2264,2/9/20,779,1
Beijing,China,40.1824,116.4142,2/9/20,326,2
Chongqing,China,30.0572,107.874,2/9/20,468,2
Fujian,China,26.0789,117.9874,2/9/20,250,0
Gansu,China,37.8099,101.0583,2/9/20,83,2
Guangdong,China,23.3417,113.4244,2/9/20,1131,1
Guangxi,China,23.8298,108.7881,2/9/20,195,1
Guizhou,China,26.8154,106.8748,2/9/20,99,1
Hainan,China,19.1959,109.7453,2/9/20,131,3
Hebei,China,39.549,116.1306,2/9/20,206,2
Heilongjiang,China,47.862,127.7615,2/9/20,307,6
Henan,China,33.882,113.614,2/9/20,1033,6
Hong Kong,China,22.3,114.2,2/9/20,29,1
Hubei,China,30.9756,112.2707,2/9/20,29631,871
Hunan,China,27.6104,111.7088,2/9/20,838,1
Inner Mongolia,China,44.0935,113.9448,2/9/20,54,0
Jiangsu,China,32.9711,119.455,2/9/20,468,0
Jiangxi,China,27.614,115.7221,2/9/20,740,0
Jilin,China,43.6661,126.1923,2/9/20,78,1
Liaoning,China,41.2956,122.6085,2/9/20,107,0
Macau,China,22.1667,113.55,2/9/20,10,0
Ningxia,China,37.2692,106.1655,2/9/20,45,0
Qinghai,China,35.7452,95.9956,2/9/20,18,0
Shaanxi,China,35.1917,108.8701,2/9/20,208,0
Shandong,China,36.3427,118.1498,2/9/20,444,1
Shanghai,China,31.202,121.4491,2/9/20,293,1
Shanxi,China,37.5777,112.2922,2/9/20,119,0
Sichuan,China,30.6171,102.7103,2/9/20,386,1
Tianjin,China,39.3054,117.323,2/9/20,91,1
Tibet,China,31.6927,88.0924,2/9/20,1,0
Xinjiang,China,41.1129,85.2401,2/9/20,45,0
Yunnan,China,24.974,101.487,2/9/20,141,0
Zhejiang,China,29.1832,120.0934,2/9/20,1075,0
Anhui,China,31.8257,117.2264,2/10/20,830,3
Beijing,China,40.1824,116.4142,2/10/20,337,2
Chongqing,China,30.0572,107.874,2/10/20,486,2
Fujian,China,26.0789,117.9874,2/10/20,261,0
Gansu,China,37.8099,101.0583,2/10/20,83,2
Guangdong,China,23.3417,113.4244,2/10/20,1159,1
Guangxi,China,23.8298,108.7881,2/10/20,210,1
Guizhou,China,26.8154,106.8748,2/10/20,109,1
Hainan,China,19.1959,109.7453,2/10/20,138,3
Hebei,China,39.549,116.1306,2/10/20,218,2
Heilongjiang,China,47.862,127.7615,2/10/20,331,7
Henan,China,33.882,113.614,2/10/20,1073,6
Hong Kong,China,22.3,114.2,2/10/20,38,1
Hubei,China,30.9756,112.2707,2/10/20,31728,974
Hunan,China,27.6104,111.7088,2/10/20,879,1
Inner Mongolia,China,44.0935,113.9448,2/10/20,58,0
Jiangsu,China,32.9711,119.455,2/10/20,492,0
Jiangxi,China,27.614,115.7221,2/10/20,771,1
Jilin,China,43.6661,126.1923,2/10/20,80,1
Liaoning,China,41.2956,122.6085,2/10/20,108,0
Macau,China,22.1667,113.55,2/10/20,10,0
Ningxia,China,37.2692,106.1655,2/10/20,49,0
Qinghai,China,35.7452,95.9956,2/10/20,18,0
Shaanxi,China,35.1917,108.8701,2/10/20,213,0
Shandong,China,36.3427,118.1498,2/10/20,466,1
Shanghai,China,31.202,121.4491,2/10/20,299,1
Shanxi,China,37.5777,112.2922,2/10/20,119,0
Sichuan,China,30.6171,102.7103,2/10/20,405,1
Tianjin,China,39.3054,117.323,2/10/20,95,1
Tibet,China,31.6927,88.0924,2/10/20,1,0
Xinjiang,China,41.1129,85.2401,2/10/20,49,0
Yunnan,China,24.974,101.487,2/10/20,149,0
Zhejiang,China,29.1832,120.0934,2/10/20,1092,0
Anhui,China,31.8257,117.2264,2/11/20,860,4
Beijing,China,40.1824,116.4142,2/11/20,342,3
Chongqing,China,30.0572,107.874,2/11/20,505,3
Fujian,China,26.0789,117.9874,2/11/20,267,0
Gansu,China,37.8099,101.0583,2/11/20,86,2
Guangdong,China,23.3417,113.4244,2/11/20,1177,1
Guangxi,China,23.8298,108.7881,2/11/20,215,1
Guizhou,China,26.8154,106.8748,2/11/20,127,1
Hainan,China,19.1959,109.7453,2/11/20,144,3
Hebei,China,39.549,116.1306,2/11/20,239,2
Heilongjiang,China,47.862,127.7615,2/11/20,360,8
Henan,China,33.882,113.614,2/11/20,1105,7
Hong Kong,China,22.3,114.2,2/11/20,49,1
Hubei,China,30.9756,112.2707,2/11/20,33366,1068
Hunan,China,27.6104,111.7088,2/11/20,912,1
Inner Mongolia,China,44.0935,113.9448,2/11/20,58,0
Jiangsu,China,32.9711,119.455,2/11/20,515,0
Jiangxi,China,27.614,115.7221,2/11/20,804,1
Jilin,China,43.6661,126.1923,2/11/20,81,1
Liaoning,China,41.2956,122.6085,2/11/20,111,0
Macau,China,22.1667,113.55,2/11/20,10,0
Ningxia,China,37.2692,106.1655,2/11/20,53,0
Qinghai,China,35.7452,95.9956,2/11/20,18,0
Shaanxi,China,35.1917,108.8701,2/11/20,219,0
Shandong,China,36.3427,118.1498,2/11/20,487,1
Shanghai,China,31.202,121.4491,2/11/20,303,1
Shanxi,China,37.5777,112.2922,2/11/20,124,0
Sichuan,China,30.6171,102.7103,2/11/20,417,1
Tianjin,China,39.3054,117.323,2/11/20,106,2
Tibet,China,31.6927,88.0924,2/11/20,1,0
Xinjiang,China,41.1129,85.2401,2/11/20,55,0
Yunnan,China,24.974,101.487,2/11/20,153,0
Zhejiang,China,29.1832,120.0934,2/11/20,1117,0
Anhui,China,31.8257,117.2264,2/12/20,889,4
Beijing,China,40.1824,116.4142,2/12/20,352,3
Chongqing,China,30.0572,107.874,2/12/20,518,3
Fujian,China,26.0789,117.9874,2/12/20,272,0
Gansu,China,37.8099,101.0583,2/12/20,87,2
Guangdong,China,23.3417,113.4244,2/12/20,1219,1
Guangxi,China,23.8298,108.7881,2/12/20,222,1
Guizhou,China,26.8154,106.8748,2/12/20,133,1
Hainan,China,19.1959,109.7453,2/12/20,157,4
Hebei,China,39.549,116.1306,2/12/20,251,2
Heilongjiang,China,47.862,127.7615,2/12/20,378,8
Henan,China,33.882,113.614,2/12/20,1135,8
Hong Kong,China,22.3,114.2,2/12/20,50,1
Hubei,China,30.9756,112.2707,2/12/20,34874,1068
Hunan,China,27.6104,111.7088,2/12/20,946,2
Inner Mongolia,China,44.0935,113.9448,2/12/20,60,0
Jiangsu,China,32.9711,119.455,2/12/20,543,0
Jiangxi,China,27.614,115.7221,2/12/20,844,1
Jilin,China,43.6661,126.1923,2/12/20,83,1
Liaoning,China,41.2956,122.6085,2/12/20,116,1
Macau,China,22.1667,113.55,2/12/20,10,0
Ningxia,China,37.2692,106.1655,2/12/20,58,0
Qinghai,China,35.7452,95.9956,2/12/20,18,0
Shaanxi,China,35.1917,108.8701,2/12/20,225,0
Shandong,China,36.3427,118.1498,2/12/20,497,2
Shanghai,China,31.202,121.4491,2/12/20,311,1
Shanxi,China,37.5777,112.2922,2/12/20,126,0
Sichuan,China,30.6171,102.7103,2/12/20,436,1
Tianjin,China,39.3054,117.323,2/12/20,112,2
Tibet,China,31.6927,88.0924,2/12/20,1,0
Xinjiang,China,41.1129,85.2401,2/12/20,59,0
Yunnan,China,24.974,101.487,2/12/20,154,0
Zhejiang,China,29.1832,120.0934,2/12/20,1131,0
Anhui,China,31.8257,117.2264,2/13/20,910,5
Beijing,China,40.1824,116.4142,2/13/20,366,3
Chongqing,China,30.0572,107.874,2/13/20,529,4
Fujian,China,26.0789,117.9874,2/13/20,279,0
Gansu,China,37.8099,101.0583,2/13/20,90,2
Guangdong,China,23.3417,113.4244,2/13/20,1241,2
Guangxi,China,23.8298,108.7881,2/13/20,222,2
Guizhou,China,26.8154,106.8748,2/13/20,135,1
Hainan,China,19.1959,109.7453,2/13/20,157,4
Hebei,China,39.549,116.1306,2/13/20,265,3
Heilongjiang,China,47.862,127.7615,2/13/20,395,9
Henan,China,33.882,113.614,2/13/20,1169,10
Hong Kong,China,22.3,114.2,2/13/20,53,1
Hubei,China,30.9756,112.2707,2/13/20,48206,1310
Hunan,China,27.6104,111.7088,2/13/20,968,2
Inner Mongolia,China,44.0935,113.9448,2/13/20,61,0
Jiangsu,China,32.9711,119.455,2/13/20,570,0
Jiangxi,China,27.614,115.7221,2/13/20,872,1
Jilin,China,43.6661,126.1923,2/13/20,84,1
Liaoning,China,41.2956,122.6085,2/13/20,117,1
Macau,China,22.1667,113.55,2/13/20,10,0
Ningxia,China,37.2692,106.1655,2/13/20,64,0
Qinghai,China,35.7452,95.9956,2/13/20,18,0
Shaanxi,China,35.1917,108.8701,2/13/20,229,0
Shandong,China,36.3427,118.1498,2/13/20,509,2
Shanghai,China,31.202,121.4491,2/13/20,315,1
Shanxi,China,37.5777,112.2922,2/13/20,126,0
Sichuan,China,30.6171,102.7103,2/13/20,451,1
Tianjin,China,39.3054,117.323,2/13/20,119,3
Tibet,China,31.6927,88.0924,2/13/20,1,0
Xinjiang,China,41.1129,85.2401,2/13/20,63,1
Yunnan,China,24.974,101.487,2/13/20,156,0
Zhejiang,China,29.1832,120.0934,2/13/20,1145,0
Anhui,China,31.8257,117.2264,2/14/20,934,6
Beijing,China,40.1824,116.4142,2/14/20,372,3
Chongqing,China,30.0572,107.874,2/14/20,537,5
Fujian,China,26.0789,117.9874,2/14/20,281,0
Gansu,China,37.8099,101.0583,2/14/20,90,2
Guangdong,China,23.3417,113.4244,2/14/20,1261,2
Guangxi,China,23.8298,108.7881,2/14/20,226,2
Guizhou,China,26.8154,106.8748,2/14/20,140,1
Hainan,China,19.1959,109.7453,2/14/20,159,4
Hebei,China,39.549,116.1306,2/14/20,283,3
Heilongjiang,China,47.862,127.7615,2/14/20,419,11
Henan,China,33.882,113.614,2/14/20,1184,11
Hong Kong,China,22.3,114.2,2/14/20,56,1
Hubei,China,30.9756,112.2707,2/14/20,54406,1457
Hunan,China,27.6104,111.7088,2/14/20,988,2
Inner Mongolia,China,44.0935,113.9448,2/14/20,65,0
Jiangsu,China,32.9711,119.455,2/14/20,593,0
Jiangxi,China,27.614,115.7221,2/14/20,900,1
Jilin,China,43.6661,126.1923,2/14/20,86,1
Liaoning,China,41.2956,122.6085,2/14/20,119,1
Macau,China,22.1667,113.55,2/14/20,10,0
Ningxia,China,37.2692,106.1655,2/14/20,67,0
Qinghai,China,35.7452,95.9956,2/14/20,18,0
Shaanxi,China,35.1917,108.8701,2/14/20,230,0
Shandong,China,36.3427,118.1498,2/14/20,523,2
Shanghai,China,31.202,121.4491,2/14/20,318,1
Shanxi,China,37.5777,112.2922,2/14/20,127,0
Sichuan,China,30.6171,102.7103,2/14/20,463,1
Tianjin,China,39.3054,117.323,2/14/20,120,3
Tibet,China,31.6927,88.0924,2/14/20,1,0
Xinjiang,China,41.1129,85.2401,2/14/20,65,1
Yunnan,China,24.974,101.487,2/14/20,162,0
Zhejiang,China,29.1832,120.0934,2/14/20,1155,0
Anhui,China,31.8257,117.2264,2/15/20,950,6
Beijing,China,40.1824,116.4142,2/15/20,375,4
Chongqing,China,30.0572,107.874,2/15/20,544,5
Fujian,China,26.0789,117.9874,2/15/20,285,0
Gansu,China,37.8099,101.0583,2/15/20,90,2
Guangdong,China,23.3417,113.4244,2/15/20,1294,2
Guangxi,China,23.8298,108.7881,2/15/20,235,2
Guizhou,China,26.8154,106.8748,2/15/20,143,1
Hainan,China,19.1959,109.7453,2/15/20,162,4
Hebei,China,39.549,116.1306,2/15/20,291,3
Heilongjiang,China,47.862,127.7615,2/15/20,425,11
Henan,China,33.882,113.614,2/15/20,1212,13
Hong Kong,China,22.3,114.2,2/15/20,56,1
Hubei,China,30.9756,112.2707,2/15/20,56249,1596
Hunan,China,27.6104,111.7088,2/15/20,1001,2
Inner Mongolia,China,44.0935,113.9448,2/15/20,68,0
Jiangsu,China,32.9711,119.455,2/15/20,604,0
Jiangxi,China,27.614,115.7221,2/15/20,913,1
Jilin,China,43.6661,126.1923,2/15/20,88,1
Liaoning,China,41.2956,122.6085,2/15/20,119,1
Macau,China,22.1667,113.55,2/15/20,10,0
Ningxia,China,37.2692,106.1655,2/15/20,70,0
Qinghai,China,35.7452,95.9956,2/15/20,18,0
Shaanxi,China,35.1917,108.8701,2/15/20,232,0
Shandong,China,36.3427,118.1498,2/15/20,532,2
Shanghai,China,31.202,121.4491,2/15/20,326,1
Shanxi,China,37.5777,112.2922,2/15/20,128,0
Sichuan,China,30.6171,102.7103,2/15/20,470,1
Tianjin,China,39.3054,117.323,2/15/20,122,3
Tibet,China,31.6927,88.0924,2/15/20,1,0
Xinjiang,China,41.1129,85.2401,2/15/20,70,1
Yunnan,China,24.974,101.487,2/15/20,168,0
Zhejiang,China,29.1832,120.0934,2/15/20,1162,0
Anhui,China,31.8257,117.2264,2/16/20,962,6
Beijing,China,40.1824,116.4142,2/16/20,380,4
Chongqing,China,30.0572,107.874,2/16/20,551,5
Fujian,China,26.0789,117.9874,2/16/20,287,0
Gansu,China,37.8099,101.0583,2/16/20,90,2
Guangdong,China,23.3417,113.4244,2/16/20,1316,2
Guangxi,China,23.8298,108.7881,2/16/20,237,2
Guizhou,China,26.8154,106.8748,2/16/20,144,1
Hainan,China,19.1959,109.7453,2/16/20,162,4
Hebei,China,39.549,116.1306,2/16/20,300,3
Heilongjiang,China,47.862,127.7615,2/16/20,445,11
Henan,China,33.882,113.614,2/16/20,1231,13
Hong Kong,China,22.3,114.2,2/16/20,57,1
Hubei,China,30.9756,112.2707,2/16/20,58182,1696
Hunan,China,27.6104,111.7088,2/16/20,1004,3
Inner Mongolia,China,44.0935,113.9448,2/16/20,70,0
Jiangsu,China,32.9711,119.455,2/16/20,617,0
Jiangxi,China,27.614,115.7221,2/16/20,925,1
Jilin,China,43.6661,126.1923,2/16/20,89,1
Liaoning,China,41.2956,122.6085,2/16/20,121,1
Macau,China,22.1667,113.55,2/16/20,10,0
Ningxia,China,37.2692,106.1655,2/16/20,70,0
Qinghai,China,35.7452,95.9956,2/16/20,18,0
Shaanxi,China,35.1917,108.8701,2/16/20,236,0
Shandong,China,36.3427,118.1498,2/16/20,537,2
Shanghai,China,31.202,121.4491,2/16/20,328,1
Shanxi,China,37.5777,112.2922,2/16/20,129,0
Sichuan,China,30.6171,102.7103,2/16/20,481,3
Tianjin,China,39.3054,117.323,2/16/20,124,3
Tibet,China,31.6927,88.0924,2/16/20,1,0
Xinjiang,China,41.1129,85.2401,2/16/20,71,1
Yunnan,China,24.974,101.487,2/16/20,171,0
Zhejiang,China,29.1832,120.0934,2/16/20,1167,0
Anhui,China,31.8257,117.2264,2/17/20,973,6
Beijing,China,40.1824,116.4142,2/17/20,381,4
Chongqing,China,30.0572,107.874,2/17/20,553,5
Fujian,China,26.0789,117.9874,2/17/20,290,0
Gansu,China,37.8099,101.0583,2/17/20,91,2
Guangdong,China,23.3417,113.4244,2/17/20,1322,4
Guangxi,China,23.8298,108.7881,2/17/20,238,2
Guizhou,China,26.8154,106.8748,2/17/20,146,1
Hainan,China,19.1959,109.7453,2/17/20,163,4
Hebei,China,39.549,116.1306,2/17/20,301,3
Heilongjiang,China,47.862,127.7615,2/17/20,457,11
Henan,China,33.882,113.614,2/17/20,1246,16
Hong Kong,China,22.3,114.2,2/17/20,60,1
Hubei,China,30.9756,112.2707,2/17/20,59989,1789
Hunan,China,27.6104,111.7088,2/17/20,1006,3
Inner Mongolia,China,44.0935,113.9448,2/17/20,72,0
Jiangsu,China,32.9711,119.455,2/17/20,626,0
Jiangxi,China,27.614,115.7221,2/17/20,930,1
Jilin,China,43.6661,126.1923,2/17/20,89,1
Liaoning,China,41.2956,122.6085,2/17/20,121,1
Macau,China,22.1667,113.55,2/17/20,10,0
Ningxia,China,37.2692,106.1655,2/17/20,70,0
Qinghai,China,35.7452,95.9956,2/17/20,18,0
Shaanxi,China,35.1917,108.8701,2/17/20,240,0
Shandong,China,36.3427,118.1498,2/17/20,541,2
Shanghai,China,31.202,121.4491,2/17/20,333,1
Shanxi,China,37.5777,112.2922,2/17/20,130,0
Sichuan,China,30.6171,102.7103,2/17/20,495,3
Tianjin,China,39.3054,117.323,2/17/20,125,3
Tibet,China,31.6927,88.0924,2/17/20,1,0
Xinjiang,China,41.1129,85.2401,2/17/20,75,1
Yunnan,China,24.974,101.487,2/17/20,171,0
Zhejiang,China,29.1832,120.0934,2/17/20,1171,0
Anhui,China,31.8257,117.2264,2/18/20,982,6
Beijing,China,40.1824,116.4142,2/18/20,387,4
Chongqing,China,30.0572,107.874,2/18/20,555,5
Fujian,China,26.0789,117.9874,2/18/20,292,0
Gansu,China,37.8099,101.0583,2/18/20,91,2
Guangdong,China,23.3417,113.4244,2/18/20,1328,4
Guangxi,China,23.8298,108.7881,2/18/20,242,2
Guizhou,China,26.8154,106.8748,2/18/20,146,2
Hainan,China,19.1959,109.7453,2/18/20,163,4
Hebei,China,39.549,116.1306,2/18/20,306,4
Heilongjiang,China,47.862,127.7615,2/18/20,464,11
Henan,China,33.882,113.614,2/18/20,1257,19
Hong Kong,China,22.3,114.2,2/18/20,62,1
Hubei,China,30.9756,112.2707,2/18/20,61682,1921
Hunan,China,27.6104,111.7088,2/18/20,1007,4
Inner Mongolia,China,44.0935,113.9448,2/18/20,73,0
Jiangsu,China,32.9711,119.455,2/18/20,629,0
Jiangxi,China,27.614,115.7221,2/18/20,933,1
Jilin,China,43.6661,126.1923,2/18/20,89,1
Liaoning,China,41.2956,122.6085,2/18/20,121,1
Macau,China,22.1667,113.55,2/18/20,10,0
Ningxia,China,37.2692,106.1655,2/18/20,70,0
Qinghai,China,35.7452,95.9956,2/18/20,18,0
Shaanxi,China,35.1917,108.8701,2/18/20,240,0
Shandong,China,36.3427,118.1498,2/18/20,543,3
Shanghai,China,31.202,121.4491,2/18/20,333,1
Shanxi,China,37.5777,112.2922,2/18/20,131,0
Sichuan,China,30.6171,102.7103,2/18/20,508,3
Tianjin,China,39.3054,117.323,2/18/20,128,3
Tibet,China,31.6927,88.0924,2/18/20,1,0
Xinjiang,China,41.1129,85.2401,2/18/20,76,1
Yunnan,China,24.974,101.487,2/18/20,172,0
Zhejiang,China,29.1832,120.0934,2/18/20,1172,0
Anhui,China,31.8257,117.2264,2/19/20,986,6
Beijing,China,40.1824,116.4142,2/19/20,393,4
Chongqing,China,30.0572,107.874,2/19/20,560,5
Fujian,China,26.0789,117.9874,2/19/20,293,0
Gansu,China,37.8099,101.0583,2/19/20,91,2
Guangdong,China,23.3417,113.4244,2/19/20,1331,5
Guangxi,China,23.8298,108.7881,2/19/20,244,2
Guizhou,China,26.8154,106.8748,2/19/20,146,2
Hainan,China,19.1959,109.7453,2/19/20,168,4
Hebei,China,39.549,116.1306,2/19/20,306,4
Heilongjiang,China,47.862,127.7615,2/19/20,470,12
Henan,China,33.882,113.614,2/19/20,1262,19
Hong Kong,China,22.3,114.2,2/19/20,63,2
Hubei,China,30.9756,112.2707,2/19/20,62031,2029
Hunan,China,27.6104,111.7088,2/19/20,1008,4
Inner Mongolia,China,44.0935,113.9448,2/19/20,75,0
Jiangsu,China,32.9711,119.455,2/19/20,631,0
Jiangxi,China,27.614,115.7221,2/19/20,934,1
Jilin,China,43.6661,126.1923,2/19/20,90,1
Liaoning,China,41.2956,122.6085,2/19/20,121,1
Macau,China,22.1667,113.55,2/19/20,10,0
Ningxia,China,37.2692,106.1655,2/19/20,71,0
Qinghai,China,35.7452,95.9956,2/19/20,18,0
Shaanxi,China,35.1917,108.8701,2/19/20,242,0
Shandong,China,36.3427,118.1498,2/19/20,544,3
Shanghai,China,31.202,121.4491,2/19/20,333,2
Shanxi,China,37.5777,112.2922,2/19/20,131,0
Sichuan,China,30.6171,102.7103,2/19/20,514,3
Tianjin,China,39.3054,117.323,2/19/20,130,3
Tibet,China,31.6927,88.0924,2/19/20,1,0
Xinjiang,China,41.1129,85.2401,2/19/20,76,1
Yunnan,China,24.974,101.487,2/19/20,172,1
Zhejiang,China,29.1832,120.0934,2/19/20,1174,0
Anhui,China,31.8257,117.2264,2/20/20,987,6
Beijing,China,40.1824,116.4142,2/20/20,395,4
Chongqing,China,30.0572,107.874,2/20/20,567,6
Fujian,China,26.0789,117.9874,2/20/20,293,1
Gansu,China,37.8099,101.0583,2/20/20,91,2
Guangdong,China,23.3417,113.4244,2/20/20,1332,5
Guangxi,China,23.8298,108.7881,2/20/20,245,2
Guizhou,China,26.8154,106.8748,2/20/20,146,2
Hainan,China,19.1959,109.7453,2/20/20,168,4
Hebei,China,39.549,116.1306,2/20/20,307,5
Heilongjiang,China,47.862,127.7615,2/20/20,476,12
Henan,China,33.882,113.614,2/20/20,1265,19
Hong Kong,China,22.3,114.2,2/20/20,68,2
Hubei,China,30.9756,112.2707,2/20/20,62442,2144
Hunan,China,27.6104,111.7088,2/20/20,1010,4
Inner Mongolia,China,44.0935,113.9448,2/20/20,75,0
Jiangsu,China,32.9711,119.455,2/20/20,631,0
Jiangxi,China,27.614,115.7221,2/20/20,934,1
Jilin,China,43.6661,126.1923,2/20/20,91,1
Liaoning,China,41.2956,122.6085,2/20/20,121,1
Macau,China,22.1667,113.55,2/20/20,10,0
Ningxia,China,37.2692,106.1655,2/20/20,71,0
Qinghai,China,35.7452,95.9956,2/20/20,18,0
Shaanxi,China,35.1917,108.8701,2/20/20,245,1
Shandong,China,36.3427,118.1498,2/20/20,546,4
Shanghai,China,31.202,121.4491,2/20/20,334,2
Shanxi,China,37.5777,112.2922,2/20/20,132,0
Sichuan,China,30.6171,102.7103,2/20/20,520,3
Tianjin,China,39.3054,117.323,2/20/20,131,3
Tibet,China,31.6927,88.0924,2/20/20,1,0
Xinjiang,China,41.1129,85.2401,2/20/20,76,1
Yunnan,China,24.974,101.487,2/20/20,174,2
Zhejiang,China,29.1832,120.0934,2/20/20,1175,1
Anhui,China,31.8257,117.2264,2/21/20,988,6
Beijing,China,40.1824,116.4142,2/21/20,396,4
Chongqing,China,30.0572,107.874,2/21/20,572,6
Fujian,China,26.0789,117.9874,2/21/20,293,1
Gansu,China,37.8099,101.0583,2/21/20,91,2
Guangdong,China,23.3417,113.4244,2/21/20,1333,5
Guangxi,China,23.8298,108.7881,2/21/20,246,2
Guizhou,China,26.8154,106.8748,2/21/20,146,2
Hainan,China,19.1959,109.7453,2/21/20,168,4
Hebei,China,39.549,116.1306,2/21/20,308,5
Heilongjiang,China,47.862,127.7615,2/21/20,479,12
Henan,China,33.882,113.614,2/21/20,1267,19
Hong Kong,China,22.3,114.2,2/21/20,68,2
Hubei,China,30.9756,112.2707,2/21/20,62662,2144
Hunan,China,27.6104,111.7088,2/21/20,1011,4
Inner Mongolia,China,44.0935,113.9448,2/21/20,75,0
Jiangsu,China,32.9711,119.455,2/21/20,631,0
Jiangxi,China,27.614,115.7221,2/21/20,934,1
Jilin,China,43.6661,126.1923,2/21/20,91,1
Liaoning,China,41.2956,122.6085,2/21/20,121,1
Macau,China,22.1667,113.55,2/21/20,10,0
Ningxia,China,37.2692,106.1655,2/21/20,71,0
